IDRSSD,RCONH275,RCONH276,RCONH277,RCONH278,RCONH279,RCONH280,RCONH281,RCONH282,RCONH283,RCONH284,RCONH285,RCONH286,RCONH287,RCONH288,RCONH290,RCONH291,RCONH292,RCONH293,RCONH294,RCONH295,RCONH296,RCONH297,RCONH298,RCONH299,RCONH300,RCONH301,RCONH302,RCONH303,RCONH304,RCONH307,RCONH308,RCONH309,RCONH310,RCONHJ74,RCONHJ75,RCONHJ76,RCONHJ77,RCONHJ78,RCONHJ79,RCONHJ80,RCONHJ81,RCONHJ82,RCONHJ83,RCONHJ84,RCONHJ85,RCONHJ86,RCONHJ87,RCONHJ88,RCONHJ89,RCONHJ90,RCONHJ91,RCONHJ92,RCONHJ93,RCONHJ94,RCONHJ95,RCONHJ96,RCONHJ97,RCONHJ98,RCONHJ99,RCONHK00,RCONHK01,RCONJA21,RCONJJ30,RCONJJ31,RCONJJ32,RCONS396,RCONS397,RCONS398,RCONS399,RCONS400,RCONS402,RCONS403,RCONS405,RCONS406,RCONS410,RCONS411,RCONS413,RCONS414,RCONS415,RCONS416,RCONS417,RCONS419,RCONS420,RCONS421,RCONS423,RCONS424,RCONS425,RCONS426,RCONS427,RCONS428,RCONS429,RCONS431,RCONS432,RCONS433,RCONS434,RCONS435,RCONS436,RCONS437,RCONS439,RCONS440,RCONS441,RCONS442,RCONS443,RCONS445,RCONS446,RCONS447,RCONS449,RCONS450,RCONS451,RCONS452,RCONS453,RCONS454,RCONS455,RCONS457,RCONS458,RCONS459,RCONS460,RCONS461,RCONS462,RCONS463,RCONS466,RCONS467,RCONS469,RCONS470,RCONS471,RCONS475,RCONS476,RCONS477,RCONS478,RCONS479,RCONS480,RCONS481,RCONS482,RCONS483,RCONS484,RCONS485,RCONS486,RCONS487,RCONS488,RCONS489,RCONS490,RCONS491,RCONS492,RCONS493,RCONS494,RCONS495,RCONS496,RCONS497,RCONS498,RCONS499,RCONS500,RCONS503,RCONS504,RCONS505,RCONS506,RCONS507,RCONS510,RCONS511,RCONS512,RCONS513,RCONS514,RCONS515,RCONS516,RCONS517,RCONS518,RCONS519,RCONS520,RCONS521,RCONS522,RCONS523,RCONS524,RCONS525,RCONS526,RCONS527,RCONS528,RCONS529,RCONS530,RCONS531,RCONS539,RCONS540,RCONS541,RCONS542,RCONS543,RCONS544,RCONS545,RCONS546,RCONS547,RCONS548,RCONS549,RCONS550,RCONS551,RCONS552,RCONS554,RCONS555,RCONS556,RCONS557,RCONS558,RCONS559,RCONS560,RCONS561,RCONS562,RCONS563,RCONS564,RCONS565,RCONS566,RCONS567,RCONS568,RCONS569,RCONS570,RCONS571,RCONS572,RCONS573,RCONS574,RCONS575,RCONS576,RCONS577,RCONS578,RCONS579,RCONS580,RCONS581,RCONS582,RCONS583,RCONS584,RCONS585,RCONS586,RCONS587,RCONS588,RCONS589,RCONS590,RCONS591,RCONS592,RCONS593,RCONS594,RCONS595,RCONS596,RCONS597,RCONS598,RCONS599,RCONS600,RCONS601,
62110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76593,0,0,0,0,0,0,0,0,-9714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148158,0,0,127827,20331,348,0,348,694,0,0,0,0,0,694,128427,0,0,0,0,128427,0,0,0,1229,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12002,1042,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16164,3233,0,0,0,3233,0,0,19421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,0,0,490,0,0,0,0,0,0,0,1563,0,0,1960,0,0,0,0,286376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58474,0,0,0,0,0,0,0,0,-7629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119575,0,0,111043,8532,0,0,0,2867,0,0,0,0,0,2867,69016,0,0,0,0,69016,0,0,0,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10280,4033,0,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11576,2315,0,0,0,2315,0,0,8366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4033,0,0,725,0,0,0,0,0,0,0,6050,0,0,2900,0,0,0,0,167491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2632,0,0,6296,6296,0,0,6296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384806,0,0,0,0,0,0,0,0,-37255,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442518,0,0,383119,59399,1085,0,1085,3035,0,0,0,0,3035,0,653125,0,9479,4507,0,639139,0,0,0,15973,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33339,1090,2632,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27522,5504,0,0,138,5366,0,0,26873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,2632,72,5,0,0,0,0,0,0,0,1635,6580,216,20,0,0,0,0,1161817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87275,0,0,0,0,0,0,0,0,-12706,0,0,0,0,0,1041,0,652,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23087,0,0,22556,531,0,0,0,0,0,0,0,0,0,0,111732,0,0,2635,0,109097,0,0,0,1030,0,0,0,0,0,0,0,35157,35157,0,7163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21236,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,172890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24561,0,0,0,0,0,0,0,0,-4029,0,0,0,0,0,7452,0,6995,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208153,0,29826,173971,4303,4046,0,4046,61,0,0,0,0,0,61,103183,0,124,8509,0,94550,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,303,-7715,4107,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6614,1323,0,0,0,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4107,845,0,0,0,0,0,0,0,0,0,6161,2113,0,0,0,0,0,0,254476,0,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115088,0,0,0,0,0,0,0,0,-13829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18993,0,0,18765,228,0,0,0,291,0,0,0,0,0,291,107185,0,0,0,0,107185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15562,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5932,1186,0,0,0,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,171884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408730,0,0,0,0,0,0,0,0,-39978,0,0,0,0,0,1388,0,0,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62549,0,0,62549,0,18966,0,18966,27,0,0,0,0,0,27,411898,0,5472,62549,0,343877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45353,18993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70201,14040,0,0,0,14040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18993,0,0,0,0,0,0,0,0,0,0,28490,0,0,0,0,0,0,0,615836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1605,1605,0,0,1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580521,0,0,0,0,0,0,0,0,-44169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408861,0,0,389241,19620,24424,0,24424,2655,0,0,0,0,0,2655,1395803,0,26979,39002,0,1329823,0,0,0,23413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,359,0,0,179,-36881,27165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239992,47998,0,0,2027,45972,0,568,212082,0,2210,0,0,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27733,0,0,0,0,0,0,0,0,0,0,41600,0,0,0,0,0,0,0,1906731,0,0,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29006,0,0,0,0,0,0,0,0,-3953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53006,0,0,52923,83,373,0,373,92,0,0,0,0,0,92,171686,0,0,0,12713,158973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5932,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51339,10268,0,0,0,10268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,698,0,0,0,0,0,0,0,229904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238062,0,0,0,0,0,0,0,0,-42112,0,0,0,0,0,2061,0,0,2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90761,0,0,64360,26401,0,0,0,0,0,0,0,0,0,0,601030,0,74,0,36465,564491,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,0,0,0,0,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776004,0,5800,95881,45671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149526,0,0,0,0,0,0,0,0,-22186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420738,0,0,420738,0,7794,0,7794,534,0,0,0,0,0,534,935746,0,0,43544,0,892202,0,8827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,290,0,3376,0,-26745,8328,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97578,19516,0,0,2259,17257,0,0,0,0,22340,0,0,13949,0,8391,0,0,0,0,0,0,0,0,0,0,0,0,8328,1544,0,0,0,0,0,0,0,0,0,12492,3860,0,0,0,0,0,0,1366889,0,25000,329209,85261,0,0,0,0,0,0,0,33313,37358,0,0,0,0,0,0,0,0,
67254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96645,0,0,0,0,0,0,0,0,-11918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112088,0,0,102928,9160,13382,0,13382,6915,0,0,0,0,0,6915,968350,0,363,36698,0,931289,0,0,0,5749,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80744,20297,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64841,12968,0,0,0,12968,0,0,143798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20297,0,0,12,0,0,0,0,0,0,0,30446,0,0,48,0,0,0,0,1151616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4603,4603,0,0,4603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51427,0,0,0,0,0,0,0,0,-3711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164521,0,0,151601,12920,0,0,0,0,0,0,0,0,0,0,222875,0,0,1419,0,221456,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28770,5754,0,0,808,4946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149280,0,0,0,0,0,0,0,0,-8546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158063,0,0,158063,0,839,0,839,344,0,0,0,0,0,344,675164,0,10800,893,0,663471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132987,1183,0,0,0,0,0,0,0,0,0,150323,150323,150323,0,0,0,0,0,0,0,107321,21464,0,0,4952,16512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,0,0,0,0,0,0,0,0,0,0,1775,0,0,0,0,0,0,0,896292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215920,0,0,0,0,0,0,0,0,-33537,0,0,0,0,0,832,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280832,0,0,231214,49618,47758,0,47758,7354,0,0,0,0,0,7354,845556,0,18770,1378,0,825399,9,0,0,0,0,0,22281,22281,0,0,162642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25070,55121,0,0,0,0,0,0,0,0,0,30621,30621,0,0,0,30621,0,0,0,0,0,0,0,0,0,0,0,0,249425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55121,0,0,0,0,0,0,0,0,0,0,82682,0,0,0,0,0,0,0,1413899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251858,0,0,0,0,0,0,0,0,-16649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147819,0,0,136133,11686,2131,0,2131,437,0,0,0,0,0,437,235019,0,43,103,0,234873,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20060,2568,144,0,190,0,0,0,0,0,0,32187,32187,32187,0,0,0,0,0,0,0,60250,12050,0,0,0,12050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568,144,0,190,0,0,0,0,0,0,0,3852,360,0,760,0,0,0,0,429786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,1772,1772,0,0,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183396,0,0,0,0,0,0,0,0,-19176,0,0,0,0,0,660,0,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239007,0,0,208754,30253,3609,0,3609,1398,0,0,0,0,1398,0,193724,0,0,2226,0,191498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23088,3609,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3609,312,0,0,0,0,0,0,0,0,0,5414,780,0,0,0,0,0,0,429079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3791,0,0,1311,1191,0,0,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49801,0,0,0,0,0,0,0,0,-2008,0,0,0,0,0,1895,0,0,1895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56374,0,0,54100,2274,0,0,0,10544,0,0,0,0,0,10544,297408,0,105,96310,0,200993,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7811,10544,3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12143,2429,0,0,0,2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10544,3791,0,0,0,0,0,0,0,0,0,15816,9478,0,0,0,0,0,0,335952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
